"R1"; 4,1E+06
"R2"; 4,5E+06
"R3"; 3,1E+06
"C1"; 3,9E+06
"C2"; 4,8E+06
"C3"; 4,6E+06
"E1"; 3,0E+06
"E2"; 4,5E+06
"E3"; 4,2E+06
"RE1"; 3,0E+06
"RE2"; 3,6E+06
"RE3"; 3,0E+06
